"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Johnson Back to His Best as D-Backs End Streak  NEW YORK ([[Reuters]]) - Randy Johnson struck out 14 batters in  8 1/3 [[innings]] to help the Arizona Diamondbacks end a nine-game  losing streak with a 2-0 [[win]] over the [[host]] New York Mets in the  National League [[Sunday]].","Johnson Back to His Best as D-Backs End Streak  NEW YORK ([[Newsday]]) - Randy Johnson struck out 14 batters in  8 1/3 [[strikeout]] to help the Arizona Diamondbacks end a nine-game  losing streak with a 2-0 [[victors]] over the [[received]] New York Mets in the  National League [[Hier]].",0.00034797191619873047,0.004529595375061035,1,1,1,691,"Failed"
"Restive Maldives eases curfew after rounding up [[dissidents]] (AFP) AFP - A [[curfew]] in the capital of the Maldives was [[eased]] but parliament sessions were put off indefinitely and emergency rule continued [[following]] last week's riots, [[officials]] and residents said.","Restive Maldives eases curfew after rounding up [[renegades]] (AFP) AFP - A [[curfews]] in the capital of the Maldives was [[softens]] but parliament sessions were put off indefinitely and emergency rule continued [[wake]] last week's riots, [[server]] and residents said.",0.000640571117401123,0.5919091105461121,0,3,0,223,"Successful"
"Vodafone hires Citi for Cesky bid (TheDeal.com) TheDeal.com - The U.K. mobile giant wants to [[find]] a way to disentagle the Czech wireless and fixed-line businesses.","Vodafone hires Citi for Cesky bid (TheDeal.com) TheDeal.com - The U.K. mobile giant wants to [[pinpoint]] a way to disentagle the Czech wireless and fixed-line businesses.",0.0013806819915771484,0.9332965016365051,3,2,3,73,"Successful"
"Dollar [[Briefly]] Hits 4-Wk [[Low]] Vs Euro  LONDON (Reuters) - The dollar dipped to a four-week low  against the [[euro]] on Monday before [[rising]] slightly on  profit-taking, but steep [[oil]] prices and weak U.S. data  continued to fan worries about the health of the world's  largest economy.","Dollar [[Anyways]] Hits 4-Wk [[Lower]] Vs Euro  LONDON (Reuters) - The dollar dipped to a four-week low  against the [[europe]] on Monday before [[advance]] slightly on  profit-taking, but steep [[liquefied]] prices and weak U.S. data  continued to fan worries about the health of the world's  largest economy.",0.0009785890579223633,0.35050028562545776,2,2,2,744,"Failed"
"Promoting a Shared Vision As Michael Kaleko kept running into people who were getting [[older]] and having more vision problems, he realized he could do something about it.","Promoting a Shared Vision As Michael Kaleko kept running into people who were getting [[former]] and having more vision problems, he realized he could do something about it.",0.04369622468948364,0.9450470805168152,3,2,3,25,"Successful"
"India's Tata expands regional footprint via NatSteel buyout (AFP) AFP - India's Tata Iron and Steel Company Ltd. took a strategic step to expand its Asian footprint with the announcement it will [[buy]] the Asia-Pacific steel operations of Singapore's NatSteel Ltd.","India's Tata expands regional footprint via NatSteel buyout (AFP) AFP - India's Tata Iron and Steel Company Ltd. took a strategic step to expand its Asian footprint with the announcement it will [[buying]] the Asia-Pacific steel operations of Singapore's NatSteel Ltd.",0.0035805702209472656,0.8412047624588013,0,2,0,67,"Successful"
"Delegates Urge Cleric to Pull Out of Najaf BAGHDAD, Iraq - Delegates at Iraq's National Conference called on radical Shiite cleric Muqtada al-Sadr to abandon his uprising against U.S. and [[Iraqi]] [[troops]] and pull his fighters out of a holy shrine in Najaf...","Delegates Urge Cleric to Pull Out of Najaf BAGHDAD, Iraq - Delegates at Iraq's National Conference called on radical Shiite cleric Muqtada al-Sadr to abandon his uprising against U.S. and [[Kurds]] [[servicemen]] and pull his fighters out of a holy shrine in Najaf...",0.0005919933319091797,0.0007653236389160156,0,0,0,632,"Failed"
"Treasuries Slip as Stocks Rally  [[NEW]] YORK (Reuters) - [[U]].S. Treasury debt prices slipped on  Monday, though [[traders]] characterized the [[move]] as profit-taking  rather than any fundamental change in [[sentiment]].","Treasuries Slip as Stocks Rally  [[NOUVEAU]] YORK (Reuters) - [[ryu]].S. Treasury debt prices slipped on  Monday, though [[vendor]] characterized the [[migrate]] as profit-taking  rather than any fundamental change in [[logic]].",0.0008234381675720215,0.9343289136886597,2,3,2,216,"Successful"
"Dollar Rises Vs Euro on Asset Flows Data  NEW YORK (Reuters) - The dollar extended gains against the  euro on Monday after a report on flows into U.S. assets showed  enough of a rise in foreign investments to [[offset]] the current  account gap for the month.","Dollar Rises Vs Euro on Asset Flows Data  NEW YORK (Reuters) - The dollar extended gains against the  euro on Monday after a report on flows into U.S. assets showed  enough of a rise in foreign investments to [[neutralised]] the current  account gap for the month.",0.0008642077445983887,0.08233410120010376,2,2,2,606,"Failed"
"Sutton Adds Haas, Cink to Ryder Cup [[Team]]  [[MILWAUKEE]] (Sports Network) - U.S. [[Ryder]] Cup captain Hal  Sutton finalized his team on Monday when he [[announced]] the  selections of Jay Haas and Stewart Cink as his captain's picks.","Sutton Adds Haas, Cink to Ryder Cup [[Computer]]  [[CHICAGO]] (Sports Network) - U.S. [[Ritter]] Cup captain Hal  Sutton finalized his team on Monday when he [[publicize]] the  selections of Jay Haas and Stewart Cink as his captain's picks.",0.00038868188858032227,0.6487327218055725,1,3,1,246,"Successful"
"Haas and Cink Selected for Ryder Cup Team Jay Haas joined Stewart Cink as the two captain's picks for a U.S. [[team]] that [[will]] try to regain the cup from Europe next [[month]].","Haas and Cink Selected for Ryder Cup Team Jay Haas joined Stewart Cink as the two captain's picks for a U.S. [[appliances]] that [[gonna]] try to regain the cup from Europe next [[week]].",0.0004800558090209961,0.5781594514846802,1,2,1,91,"Successful"
"Natalie Coughlin [[Wins]] 100M Backstroke (AP) [[AP]] - American [[Natalie]] Coughlin won Olympic gold in the 100-meter backstroke [[Monday]] night. Coughlin, the only woman ever to swim under 1 minute in the [[event]], finished first in 1 minute, 0.37 seconds. [[Kirsty]] Coventry of Zimbabwe, who swims at [[Auburn]] University in Alabama, earned the [[silver]] in 1:00.50. Laure Manaudou of France took bronze in 1:00.88.","Natalie Coughlin [[Obtaining]] 100M Backstroke (AP) [[HAS]] - American [[Natalya]] Coughlin won Olympic gold in the 100-meter backstroke [[Hier]] night. Coughlin, the only woman ever to swim under 1 minute in the [[phenomenon]], finished first in 1 minute, 0.37 seconds. [[Kristy]] Coventry of Zimbabwe, who swims at [[Shining]] University in Alabama, earned the [[moneys]] in 1:00.50. Laure Manaudou of France took bronze in 1:00.88.",0.0015066862106323242,0.03648251295089722,1,1,1,748,"Failed"
"Oracle Overhauls Sales-Side Apps for CRM Suite (NewsFactor) NewsFactor - Oracle (Nasdaq: ORCL) has revamped its sales-side CRM applications in version 11i.10 of its sales, marketing, partner relationship [[management]] and e-commerce [[application]].","Oracle Overhauls Sales-Side Apps for CRM Suite (NewsFactor) NewsFactor - Oracle (Nasdaq: ORCL) has revamped its sales-side CRM applications in version 11i.10 of its sales, marketing, partner relationship [[manager]] and e-commerce [[enforce]].",0.003959298133850098,0.22934603691101074,3,3,3,365,"Failed"
"[[UN]] launches 210-million-dollar appeal for flood-hit Bangladesh (AFP) AFP - The United [[Nations]] [[launched]] an [[appeal]] here for 210 [[million]] dollars to [[help]] [[flood]] victims facing ""grave"" food [[shortages]] after two-thirds of Bangladesh was submerged, destroying crops and killing more than 700 people.","[[INTERNATIONAL]] launches 210-million-dollar appeal for flood-hit Bangladesh (AFP) AFP - The United [[State]] [[startup]] an [[cail]] here for 210 [[trillion]] dollars to [[aid]] [[rainstorm]] victims facing ""grave"" food [[deficiencies]] after two-thirds of Bangladesh was submerged, destroying crops and killing more than 700 people.",0.0007028579711914062,0.9995801448822021,0,3,0,670,"Successful"
"Indian [[state]] rolls out wireless broadband Government in South Indian [[state]] of Kerala sets up wireless kiosks as part of [[initiative]] to bridge [[digital]] divide.","Indian [[governmental]] rolls out wireless broadband Government in South Indian [[estado]] of Kerala sets up wireless kiosks as part of [[strides]] to bridge [[numeric]] divide.",0.0327068567276001,0.9293109774589539,3,0,3,82,"Successful"
"Hurricane Survivors Wait for Water, Gas PUNTA GORDA, Fla. - Urban rescue teams, insurance adjusters and National Guard troops scattered across Florida Monday to help victims of Hurricane Charley and deliver [[water]] and other supplies to thousands of people left homeless...","Hurricane Survivors Wait for Water, Gas PUNTA GORDA, Fla. - Urban rescue teams, insurance adjusters and National Guard troops scattered across Florida Monday to help victims of Hurricane Charley and deliver [[waters]] and other supplies to thousands of people left homeless...",0.0005711913108825684,0.9981157183647156,0,2,0,39,"Successful"
"Jackson Squares Off With Prosecutor [[SANTA]] MARIA, Calif. - Fans of Michael Jackson erupted in cheers Monday as the pop star emerged from a double-decker tour bus and went into court for a showdown with the prosecutor who has [[pursued]] him for years on child molestation charges...","Jackson Squares Off With Prosecutor [[CHRISTMASES]] MARIA, Calif. - Fans of Michael Jackson erupted in cheers Monday as the pop star emerged from a double-decker tour bus and went into court for a showdown with the prosecutor who has [[strived]] him for years on child molestation charges...",0.0006163120269775391,0.9824631214141846,0,1,0,105,"Successful"
"Bobcats [[Trade]] Drobnjak to [[Hawks]] for [[Pick]] ([[AP]]) [[AP]] - The Charlotte Bobcats [[traded]] center Predrag Drobnjak to the Atlanta [[Hawks]] on [[Monday]] for a second round pick in the 2005 NBA [[draft]].","Bobcats [[Mercantile]] Drobnjak to [[Pilgrim]] for [[Choices]] ([[ACRES]]) [[HECTARES]] - The Charlotte Bobcats [[bargained]] center Predrag Drobnjak to the Atlanta [[Hawk]] on [[Domingo]] for a second round pick in the 2005 NBA [[elaborate]].",0.00039762258529663086,0.9904881119728088,1,2,1,359,"Successful"
"Suspect charged in abduction, sexual assault of 11-year-old girl (Canadian Press) Canadian Press - LANGLEY, B.C. (CP) - Police have arrested a man in the kidnapping and sexual [[assault]] of an 11-year-old girl that frightened this suburban Vancouver community last week.","Suspect charged in abduction, sexual assault of 11-year-old girl (Canadian Press) Canadian Press - LANGLEY, B.C. (CP) - Police have arrested a man in the kidnapping and sexual [[invasion]] of an 11-year-old girl that frightened this suburban Vancouver community last week.",0.0006157159805297852,0.9858817458152771,0,2,0,72,"Successful"
"China's Red Flag Linux to focus on enterprise Red Flag Software Co., the company behind China's leading Linux client distribution, plans to focus more on its [[server]] operating system and enterprise customers, the company's acting president said.","China's Red Flag Linux to focus on enterprise Red Flag Software Co., the company behind China's leading Linux client distribution, plans to focus more on its [[bartender]] operating system and enterprise customers, the company's acting president said.",0.0077353715896606445,0.8156912922859192,3,2,3,40,"Successful"
"AOL Properties Sign Girafa For Thumbnail Search Images AOL [[Properties]] [[Sign]] Girafa For Thumbnail Search Images\\Girafa.com Inc. announced today that the CompuServe, Netscape, AIM and ICQ [[properties]] of [[America]] Online, Inc., have signed an agreement with Girafa to use Girafa's thumbnail [[search]] images as an integrated part of their search results.\\Using Girafa's thumbnail search service, [[search]] users can ...","AOL Properties Sign Girafa For Thumbnail Search Images AOL [[Asset]] [[Marking]] Girafa For Thumbnail Search Images\\Girafa.com Inc. announced today that the CompuServe, Netscape, AIM and ICQ [[asset]] of [[Unidos]] Online, Inc., have signed an agreement with Girafa to use Girafa's thumbnail [[navigate]] images as an integrated part of their search results.\\Using Girafa's thumbnail search service, [[combing]] users can ...",0.0010889768600463867,0.47348374128341675,3,3,3,1134,"Failed"
"Cassini Spies Two Little Saturn [[Moons]] (AP) AP - NASA's Cassini spacecraft [[has]] [[spied]] two new [[little]] moons around satellite-rich Saturn, the space agency said [[Monday]].","Cassini Spies Two Little Saturn [[Moonlight]] (AP) AP - NASA's Cassini spacecraft [[was]] [[spying]] two new [[littlest]] moons around satellite-rich Saturn, the space agency said [[Shabbat]].",0.0015322566032409668,0.011629700660705566,3,3,3,400,"Failed"
"On front line of [[AIDS]] in Russia An industrial city northwest of Moscow struggles as AIDS hits a [[broader]] population.","On front line of [[SIDA]] in Russia An industrial city northwest of Moscow struggles as AIDS hits a [[longer]] population.",0.004285156726837158,0.5862183570861816,0,2,0,86,"Successful"
"Nobel Laureate Decries Stem Cell Limits (AP) AP - A Nobel laureate in medicine said Monday the Bush administration's limits on funding for embryonic stem cell research effectively have stopped the clock on American scientists' efforts to develop treatments for a host of chronic, debilitating diseases.","Nobel Laureate Decries Stem Cell Limits (AP) AP - A Nobel laureate in medicine said Monday the Bush administration's limits on funding for embryonic stem cell research effectively have stopped the clock on American scientists' efforts to develop treatments for a host of chronic, debilitating diseases.",0.787049412727356,0.787049412727356,0,0,3,1,"Skipped"
"Jury Can Hear of Kobe Accuser's Sex Life (AP) AP - Prosecutors suffered another setback Monday in the Kobe Bryant sexual assault case, losing a last-ditch attempt to keep the NBA star's [[lawyers]] from [[telling]] jurors about the alleged victim's sex life.","Jury Can Hear of Kobe Accuser's Sex Life (AP) AP - Prosecutors suffered another setback Monday in the Kobe Bryant sexual assault case, losing a last-ditch attempt to keep the NBA star's [[consulting]] from [[saying]] jurors about the alleged victim's sex life.",0.0009219646453857422,0.9979487061500549,1,0,1,222,"Successful"
"North Korea Talks [[Still]] On, China Tells Downer (Reuters) Reuters - [[China]] has said no [[date]] has been set for\working-level talks on the North Korean nuclear crisis and gave\no [[indication]] that the [[meeting]] has been canceled, Australian\Foreign Minister Alexander Downer said on Tuesday.","North Korea Talks [[However]] On, China Tells Downer (Reuters) Reuters - [[Chin]] has said no [[dating]] has been set for\working-level talks on the North Korean nuclear crisis and gave\no [[signals]] that the [[lecture]] has been canceled, Australian\Foreign Minister Alexander Downer said on Tuesday.",0.0009016990661621094,0.6102989315986633,0,3,0,159,"Successful"
"Griffin to Anchor D-Line The Redskins expect huge [[things]] from 300-pound Cornelius Griffin, who was [[signed]] to [[aid]] the team's weakest unit - the defensive line.","Griffin to Anchor D-Line The Redskins expect huge [[facet]] from 300-pound Cornelius Griffin, who was [[signatures]] to [[allow]] the team's weakest unit - the defensive line.",0.00038254261016845703,0.0008031725883483887,1,1,1,327,"Failed"
"Last American defector in North Korea agrees to tell story (AFP) AFP - The [[last]] surviving American defector to [[communist]] North Korea wants to tell his story to put a human face on the [[Stalinist]] state which he believes is unfairly [[vilified]] abroad, British film-makers said.","Last American defector in North Korea agrees to tell story (AFP) AFP - The [[elapsed]] surviving American defector to [[pinko]] North Korea wants to tell his story to put a human face on the [[Dictatorship]] state which he believes is unfairly [[disowned]] abroad, British film-makers said.",0.0007064342498779297,0.005904197692871094,0,0,0,718,"Failed"
"Live: Olympics day four Richard Faulds and Stephen Parry are going for gold for Great [[Britain]] on day four in Athens.","Live: Olympics day four Richard Faulds and Stephen Parry are going for gold for Great [[Briton]] on day four in Athens.",0.07770031690597534,0.9304075837135315,0,1,0,33,"Successful"
"Kerry Widens Lead in California, Poll Finds (Reuters) Reuters - Democratic [[challenger]] John Kerry\has a commanding lead over President Bush in California of 54\percent to 38 [[percent]] among likely voters, a poll released on\Tuesday [[found]].","Kerry Widens Lead in California, Poll Finds (Reuters) Reuters - Democratic [[candidates]] John Kerry\has a commanding lead over President Bush in California of 54\percent to 38 [[percentages]] among likely voters, a poll released on\Tuesday [[discovery]].",0.0021449923515319824,0.963595986366272,0,3,0,218,"Successful"
"Capacity Crowds at Beach Volleyball Rock the Joint  [[ATHENS]] (Reuters) - At the beach volleyball, the 2004  [[Olympics]] is a sell-out, foot-stomping success.","Capacity Crowds at Beach Volleyball Rock the Joint  [[GREECE]] (Reuters) - At the beach volleyball, the 2004  [[Olympus]] is a sell-out, foot-stomping success.",0.01834028959274292,0.9713930487632751,1,3,1,37,"Successful"
"Dollar Near Recent Lows, Awaits ZEW/CPI  LONDON ([[Reuters]]) - The dollar held steady near this week's  four-week low against the euro on Tuesday with investors  awaiting a German investor confidence survey and U.S. consumer  inflation [[numbers]] to shed light on the direction.","Dollar Near Recent Lows, Awaits ZEW/CPI  LONDON ([[Newsday]]) - The dollar held steady near this week's  four-week low against the euro on Tuesday with investors  awaiting a German investor confidence survey and U.S. consumer  inflation [[figures]] to shed light on the direction.",0.001662611961364746,0.15973615646362305,2,2,2,594,"Failed"
"Intel to delay product aimed for high-definition TVs SAN FRANCISCO -- In the latest of a series of product delays, Intel Corp. has postponed the launch of a video display chip it had previously planned to introduce by year end, putting off a showdown with Texas Instruments Inc. in the fast-growing market for high-definition television displays.","Intel to delay product aimed for high-definition TVs SAN FRANCISCO -- In the latest of a series of product delays, Intel Corp. has postponed the launch of a video display chip it had previously planned to introduce by year end, putting off a showdown with Texas Instruments Inc. in the fast-growing market for high-definition television displays.",0.9957062602043152,0.9957062602043152,3,3,2,1,"Skipped"
"Venezuela vote keeps Chavez as president CARACAS -- Venezuelans voted resoundingly to keep firebrand populist Hugo Chavez as their [[president]] in a victory that drew noisy reactions yesterday from both sides in the streets. International observers certified the results as clean and accurate.","Venezuela vote keeps Chavez as president CARACAS -- Venezuelans voted resoundingly to keep firebrand populist Hugo Chavez as their [[speaker]] in a victory that drew noisy reactions yesterday from both sides in the streets. International observers certified the results as clean and accurate.",0.04269951581954956,0.5915120840072632,0,2,0,57,"Successful"
"Jailing of HK democrat in China 'politically motivated' (AFP) AFP - Hong Kong democrats accused China of jailing one of their members on trumped-up prostitution [[charges]] in a [[bid]] to disgrace a [[political]] movement Beijing [[has]] been [[feuding]] with for seven years.","Jailing of HK democrat in China 'politically motivated' (AFP) AFP - Hong Kong democrats accused China of jailing one of their members on trumped-up prostitution [[upload]] in a [[tenders]] to disgrace a [[statesman]] movement Beijing [[got]] been [[wrangle]] with for seven years.",0.0007747411727905273,0.6579935550689697,0,3,0,235,"Successful"
"Kmart Swings to Profit in 2Q; Stock Surges (AP) AP - Shares of [[Kmart]] Holding Corp. surged 17 percent Monday after the discount [[retailer]] reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's  #36;2.6 billion in surplus cash.","Kmart Swings to Profit in 2Q; Stock Surges (AP) AP - Shares of [[Woolworths]] Holding Corp. surged 17 percent Monday after the discount [[purveyor]] reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's  #36;2.6 billion in surplus cash.",0.0009710788726806641,0.6071946620941162,2,0,2,99,"Successful"
"Fischer's Fiancee: Marriage Plans Genuine ([[AP]]) AP - Former chess champion Bobby Fischer's announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United [[States]], his fiancee and one of his [[supporters]] said Tuesday.","Fischer's Fiancee: Marriage Plans Genuine ([[HECTARES]]) AP - Former chess champion Bobby Fischer's announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United [[Nationals]], his fiancee and one of his [[followers]] said Tuesday.",0.0017549991607666016,0.7219974398612976,0,1,0,124,"Successful"
"U.S. Misses Cut in Olympic 100 Free ATHENS, Greece - Top American sprinters Jason Lezak and Ian Crocker missed the [[cut]] in the Olympic 100-meter freestyle preliminaries Tuesday, a stunning blow for a [[country]] that had always done well in the event.    Pieter van den Hoogenband of the Netherlands and Australian Ian Thorpe advanced to the evening semifinal a day after dueling teenager Michael Phelps in the 200 freestyle, won by Thorpe...","U.S. Misses Cut in Olympic 100 Free ATHENS, Greece - Top American sprinters Jason Lezak and Ian Crocker missed the [[cutback]] in the Olympic 100-meter freestyle preliminaries Tuesday, a stunning blow for a [[motherland]] that had always done well in the event.    Pieter van den Hoogenband of the Netherlands and Australian Ian Thorpe advanced to the evening semifinal a day after dueling teenager Michael Phelps in the 200 freestyle, won by Thorpe...",0.0009137392044067383,0.9988851547241211,0,1,0,116,"Successful"
"Consumers Would Pay In Phone Proposal A proposal backed by a coalition of telephone carriers would cut billions of [[dollars]] in [[fees]] owed by long-distance [[companies]] to regional phone giants but would allow the regional companies to make up some of the difference by raising monthly phone bills for millions of consumers. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;","Consumers Would Pay In Phone Proposal A proposal backed by a coalition of telephone carriers would cut billions of [[bullets]] in [[toll]] owed by long-distance [[troupe]] to regional phone giants but would allow the regional companies to make up some of the difference by raising monthly phone bills for millions of consumers. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",0.031087398529052734,0.5791548490524292,3,2,3,198,"Successful"
"U.S. [[Brokers]] Cease-fire in Western Afghanistan  KABUL (Reuters) - The United States has brokered a  cease-fire between a renegade Afghan [[militia]] [[leader]] and the  embattled governor of the western province of Herat,  Washington's [[envoy]] to [[Kabul]] said [[Tuesday]].","U.S. [[Marketers]] Cease-fire in Western Afghanistan  KABUL (Reuters) - The United States has brokered a  cease-fire between a renegade Afghan [[warriors]] [[commanding]] and the  embattled governor of the western province of Herat,  Washington's [[shipped]] to [[Taliban]] said [[Domingos]].",0.0006074905395507812,0.07110124826431274,0,0,0,479,"Failed"
"Sneaky [[Credit]] Card Tactics Keep an eye on your credit card issuers -- they may [[be]] about to raise your [[rates]].","Sneaky [[Credibility]] Card Tactics Keep an eye on your credit card issuers -- they may [[have]] about to raise your [[costs]].",0.0014598369598388672,0.5700082778930664,2,3,2,116,"Successful"
"Intel Delays Launch of [[Projection]] [[TV]] Chip [[In]] another product postponement, semiconductor giant Intel Corp. said it won't be offering a chip for projection TVs by the end of 2004 as it had announced [[earlier]] this year.","Intel Delays Launch of [[Screenings]] [[REGIS]] Chip [[Through]] another product postponement, semiconductor giant Intel Corp. said it won't be offering a chip for projection TVs by the end of 2004 as it had announced [[shortly]] this year.",0.008647799491882324,0.6709477305412292,3,2,3,359,"Successful"
"[[Fund]] pessimism grows [[NEW]] YORK (CNN/Money) - Money [[managers]] are growing more [[pessimistic]] about the economy, [[corporate]] profits and US stock [[market]] [[returns]], according to a monthly survey by Merrill Lynch released Tuesday. ","[[Cash]] pessimism grows [[NY]] YORK (CNN/Money) - Money [[executives]] are growing more [[dreary]] about the economy, [[organizational]] profits and US stock [[marketed]] [[returnee]], according to a monthly survey by Merrill Lynch released Tuesday. ",0.000953972339630127,0.001968681812286377,2,2,2,671,"Failed"
"Kederis proclaims innocence Olympic champion Kostas Kederis today left hospital ahead of his date with IOC [[inquisitors]] [[claiming]] his [[innocence]] and vowing:  quot;After the crucifixion comes the resurrection. quot; ...","Kederis proclaims innocence Olympic champion Kostas Kederis today left hospital ahead of his date with IOC [[archeologists]] [[assertion]] his [[acquittal]] and vowing:  quot;After the crucifixion comes the resurrection. quot; ...",0.000760197639465332,0.9979875683784485,1,3,1,94,"Successful"
"Eriksson doesn #39;t feel any extra pressure following scandal [[NEWCASTLE]], England (AP) - England coach Sven-Goran Eriksson said Tuesday he isn #39;t under any [[extra]] pressure in the aftermath of a scandal that [[damaged]] the [[Football]] Association #39;s reputation. ","Eriksson doesn #39;t feel any extra pressure following scandal [[MELBOURNE]], England (AP) - England coach Sven-Goran Eriksson said Tuesday he isn #39;t under any [[augmented]] pressure in the aftermath of a scandal that [[compromised]] the [[Softball]] Association #39;s reputation. ",0.0003415346145629883,0.05534237623214722,1,1,1,577,"Failed"
"[[Injured]] Heskey to miss England friendly NEWCASTLE, England (AP) - Striker Emile Heskey has pulled out of the England squad ahead of Wednesday #39;s friendly against Ukraine because of a [[tight]] hamstring, the Football Association said Tuesday. ","[[Scarring]] Heskey to miss England friendly NEWCASTLE, England (AP) - Striker Emile Heskey has pulled out of the England squad ahead of Wednesday #39;s friendly against Ukraine because of a [[tough]] hamstring, the Football Association said Tuesday. ",0.00034546852111816406,0.0007978081703186035,1,1,1,563,"Failed"
"Staples Profit Up, to Enter China Market  NEW YORK (Reuters) - Staples Inc. &lt;[[A]] HREF=""http://www.[[investor]].reuters.com/FullQuote.aspx?ticker=SPLS.O target=/stocks/quickinfo/fullquote""&gt;SPLS.[[O]]&lt;/A&gt;, the top U.S.  office products retailer, on [[Tuesday]] reported a 39 percent jump  in quarterly profit, raised its full-year forecast and [[said]] it  plans to enter the fast-growing Chinese market, sending its  shares [[higher]].","Staples Profit Up, to Enter China Market  NEW YORK (Reuters) - Staples Inc. &lt;[[paras]] HREF=""http://www.[[investors]].reuters.com/FullQuote.aspx?ticker=SPLS.O target=/stocks/quickinfo/fullquote""&gt;SPLS.[[aus]]&lt;/A&gt;, the top U.S.  office products retailer, on [[Ayer]] reported a 39 percent jump  in quarterly profit, raised its full-year forecast and [[proclaims]] it  plans to enter the fast-growing Chinese market, sending its  shares [[better]].",0.0009564757347106934,0.038351476192474365,2,2,2,929,"Failed"
"Delegation Is [[Delayed]] Before Reaching [[Najaf]] AGHDAD, Iraq, Aug. 17  A delegation of Iraqis was delayed for [[security]] [[reasons]] today but [[still]] [[intended]] to visit Najaf to try to convince a rebellious Shiite [[cleric]] and his militia to evacuate a shrine in the holy city and [[end]] ...","Delegation Is [[Procrastination]] Before Reaching [[Mosul]] AGHDAD, Iraq, Aug. 17  A delegation of Iraqis was delayed for [[warranty]] [[motivation]] today but [[however]] [[meant]] to visit Najaf to try to convince a rebellious Shiite [[chaplain]] and his militia to evacuate a shrine in the holy city and [[culminates]] ...",0.0006293654441833496,0.5065721273422241,0,0,0,840,"Failed"
"Consumer Prices Down, Industry Output Up  WASHINGTON (Reuters) - U.S. [[consumer]] prices [[dropped]] in July  for the first time in eight months as a sharp run up in [[energy]]  costs reversed, the [[government]] said in a report that suggested  a slow rate of interest rate hikes is likely.","Consumer Prices Down, Industry Output Up  WASHINGTON (Reuters) - U.S. [[users]] prices [[fell]] in July  for the first time in eight months as a sharp run up in [[strength]]  costs reversed, the [[governments]] said in a report that suggested  a slow rate of interest rate hikes is likely.",0.001153111457824707,0.6688237190246582,2,3,2,172,"Successful"
"Olympic history for India, UAE An Indian army major shot his way to his country #39;s first ever individual Olympic silver medal on Tuesday, while in the same event an member of Dubai #39;s ruling family became the first ever medallist from the United Arab Emirates. ","Olympic history for India, UAE An Indian army major shot his way to his country #39;s first ever individual Olympic silver medal on Tuesday, while in the same event an member of Dubai #39;s ruling family became the first ever medallist from the United Arab Emirates. ",0.9977200627326965,0.9977200627326965,0,0,1,1,"Skipped"
"Home Depot Likes High Oil [[Rising]] [[fuel]] [[prices]], a bugbear for most of the retail sector, are helping Home Depot (HD:NYSE - [[news]] - research), the [[remodeling]] [[giant]] that reported a surge in second-quarter earnings [[Tuesday]] and guided the rest of the year higher. ","Home Depot Likes High Oil [[Grows]] [[combustible]] [[fee]], a bugbear for most of the retail sector, are helping Home Depot (HD:NYSE - [[pers]] - research), the [[restoration]] [[mega]] that reported a surge in second-quarter earnings [[Jue]] and guided the rest of the year higher. ",0.000890195369720459,0.9668949842453003,2,3,2,496,"Successful"
"China cracks down on  quot;phone sex quot; services BEIJING, Aug. 17 (Xinhuanet) -- China is carrying out a nationwide campaign to crack down on  quot;phone sex quot; services, paralleling another sweeping operation against [[Internet]] pornography, Minister of Information Industry Wang Xudong said here Tuesday. ","China cracks down on  quot;phone sex quot; services BEIJING, Aug. 17 (Xinhuanet) -- China is carrying out a nationwide campaign to crack down on  quot;phone sex quot; services, paralleling another sweeping operation against [[Website]] pornography, Minister of Information Industry Wang Xudong said here Tuesday. ",0.037926316261291504,0.9979487657546997,3,0,3,47,"Successful"
"Surviving Biotech's Downturns [[Charly]] Travers offers advice on [[withstanding]] the volatility of the biotech sector.","Surviving Biotech's Downturns [[Vietcong]] Travers offers advice on [[resist]] the volatility of the biotech sector.",0.025779306888580322,0.6657881736755371,2,3,2,43,"Successful"
"Mr Downer shoots his mouth off Just what Alexander Downer was thinking when he declared on radio [[last]] Friday that  quot;they could [[fire]] a missile from North Korea to Sydney quot; is unclear. The provocative remark, just [[days]] before his arrival yesterday on his second visit to the North Korean ...","Mr Downer shoots his mouth off Just what Alexander Downer was thinking when he declared on radio [[definitive]] Friday that  quot;they could [[combustion]] a missile from North Korea to Sydney quot; is unclear. The provocative remark, just [[jours]] before his arrival yesterday on his second visit to the North Korean ...",0.0007576942443847656,0.6443639993667603,0,1,0,208,"Successful"
