"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Spam [[suspension]] hits Sohu.com [[shares]] ([[FT]].com) FT.com - [[Shares]] in Sohu.com, a [[leading]] US-listed Chinese [[internet]] [[portal]], fell more than 10 per [[cent]] on Friday after China's biggest mobile phone [[network]] operator [[imposed]] a one-year [[suspension]] on its multimedia messaging services because of [[customers]] being sent spam.","Spam [[adjourn]] hits Sohu.com [[stock]] ([[PI]].com) FT.com - [[Monetary]] in Sohu.com, a [[supremo]] US-listed Chinese [[lnternet]] [[doorway]], fell more than 10 per [[cents]] on Friday after China's biggest mobile phone [[lnternet]] operator [[delivered]] a one-year [[halted]] on its multimedia messaging services because of [[subscriber]] being sent spam.",0.007553517818450928,0.6578073501586914,3,0,3,430,"Successful"
"Erstad's Double Lifts Angels to [[Win]] (AP) [[AP]] - Darin Erstad doubled in the go-ahead [[run]] in the eighth inning, lifting the Anaheim Angels to a 3-2 victory over the [[Detroit]] Tigers on [[Sunday]]. The [[win]] pulled Anaheim within a percentage [[point]] of Boston and Texas in the AL wild-card race.","Erstad's Double Lifts Angels to [[Earned]] (AP) [[HAD]] - Darin Erstad doubled in the go-ahead [[executions]] in the eighth inning, lifting the Anaheim Angels to a 3-2 victory over the [[Straits]] Tigers on [[Hier]]. The [[winnings]] pulled Anaheim within a percentage [[dot]] of Boston and Texas in the AL wild-card race.",0.0017957687377929688,0.6163638830184937,1,0,1,264,"Successful"
"Drew Out of Braves' Lineup [[After]] [[Injury]] (AP) AP - Outfielder J.D. [[Drew]] missed the [[Atlanta]] Braves' [[game]] against the St. [[Louis]] [[Cardinals]] on [[Sunday]] night with a [[sore]] right quadriceps.","Drew Out of Braves' Lineup [[If]] [[Injuring]] (AP) AP - Outfielder J.D. [[Appeals]] missed the [[Livorno]] Braves' [[matches]] against the St. [[Louie]] [[Sox]] on [[Sabbath]] night with a [[suffer]] right quadriceps.",0.008397161960601807,0.6747886538505554,1,0,1,391,"Successful"
"Venezuelans Flood Polls, [[Voting]] Extended  [[CARACAS]], Venezuela (Reuters) - Venezuelans voted in huge  numbers on Sunday in a historic referendum on whether to recall  left-wing President Hugo Chavez and [[electoral]] authorities  prolonged [[voting]] well into the night.","Venezuelans Flood Polls, [[Referendum]] Extended  [[BOGOTÁ]], Venezuela (Reuters) - Venezuelans voted in huge  numbers on Sunday in a historic referendum on whether to recall  left-wing President Hugo Chavez and [[plebiscite]] authorities  prolonged [[suffrage]] well into the night.",0.0306549072265625,0.5421315431594849,0,2,0,96,"Successful"
"Dell Exits Low-End China [[Consumer]] PC Market  HONG KONG (Reuters) - [[Dell]] Inc. &lt;DELL.O&gt;, the world's  largest PC maker, said on Monday it has left the low-end  consumer PC market in China and cut its overall growth target  for the country this year due to stiff competition in the  segment.","Dell Exits Low-End China [[Consumers]] PC Market  HONG KONG (Reuters) - [[Del]] Inc. &lt;DELL.O&gt;, the world's  largest PC maker, said on Monday it has left the low-end  consumer PC market in China and cut its overall growth target  for the country this year due to stiff competition in the  segment.",0.1512736678123474,0.5499354600906372,3,2,3,56,"Successful"
"China Says [[Taiwan]] Spy [[Also]] Operated in [[U]].S. - Media  [[BEIJING]] (Reuters) - Beijing on Monday [[accused]] a  Chinese-American arrested for spying for Taiwan of building an  [[espionage]] network in the United States, and said he could go on  trial very soon.","China Says [[Terrace]] Spy [[Instead]] Operated in [[woo]].S. - Media  [[XING]] (Reuters) - Beijing on Monday [[accusing]] a  Chinese-American arrested for spying for Taiwan of building an  [[interception]] network in the United States, and said he could go on  trial very soon.",0.0007828474044799805,0.567923367023468,0,3,0,149,"Successful"
"Another Major Non-Factor Another major, another [[disappointment]] for Tiger Woods, the No. 1 ranked [[player]] in the world who has not won a major championship since his triumph at the 2002 U.S. [[Open]].","Another Major Non-Factor Another major, another [[regret]] for Tiger Woods, the No. 1 ranked [[gamers]] in the world who has not won a major championship since his triumph at the 2002 U.S. [[Launched]].",0.006632983684539795,0.5682187080383301,1,2,1,111,"Successful"
"US fighter squadron to be deployed in South Korea next month (AFP) AFP - A squadron of US Air Force F-15E fighters based in Alaska will fly to South Korea next month for temporary deployment aimed at enhancing US [[firepower]] on the Korean [[peninsula]], US authorities said.","US fighter squadron to be deployed in South Korea next month (AFP) AFP - A squadron of US Air Force F-15E fighters based in Alaska will fly to South Korea next month for temporary deployment aimed at enhancing US [[wildfire]] on the Korean [[kure]], US authorities said.",0.002262115478515625,0.8780081868171692,0,3,0,81,"Successful"
"Johnson Back to His [[Best]] as D-Backs End Streak  NEW YORK (Reuters) - [[Randy]] [[Johnson]] [[struck]] out 14 batters in  8 1/3 [[innings]] to [[help]] the [[Arizona]] Diamondbacks end a nine-game  [[losing]] [[streak]] with a 2-0 [[win]] over the [[host]] [[New]] York [[Mets]] in the  [[National]] [[League]] [[Sunday]].","Johnson Back to His [[Exemplary]] as D-Backs End Streak  NEW YORK (Reuters) - [[Brandon]] [[Walker]] [[punched]] out 14 batters in  8 1/3 [[inning]] to [[sustaining]] the [[Az]] Diamondbacks end a nine-game  [[atrophy]] [[inoculate]] with a 2-0 [[victory]] over the [[organizes]] [[Innovative]] York [[Mertz]] in the  [[Nacional]] [[Association]] [[Sabbath]].",0.0011622309684753418,0.9529020190238953,1,2,1,547,"Successful"
"Restive [[Maldives]] [[eases]] [[curfew]] after [[rounding]] up dissidents (AFP) AFP - A curfew in the capital of the [[Maldives]] was [[eased]] but [[parliament]] sessions were put off indefinitely and emergency rule continued [[following]] last week's riots, officials and residents [[said]].","Restive [[Atoll]] [[facilitating]] [[homelessness]] after [[county]] up dissidents (AFP) AFP - A curfew in the capital of the [[Fiji]] was [[minimized]] but [[assemblage]] sessions were put off indefinitely and emergency rule continued [[suites]] last week's riots, officials and residents [[say]].",0.0006298422813415527,0.571692943572998,0,1,0,229,"Successful"
"Vodafone hires Citi for Cesky [[bid]] (TheDeal.com) TheDeal.com - The [[U]].K. mobile giant wants to find a way to disentagle the Czech [[wireless]] and fixed-line businesses.","Vodafone hires Citi for Cesky [[bidders]] (TheDeal.com) TheDeal.com - The [[yeo]].K. mobile giant wants to find a way to disentagle the Czech [[walkie]] and fixed-line businesses.",0.0011527538299560547,0.6406810283660889,3,1,3,60,"Successful"
"Dollar [[Briefly]] Hits 4-Wk [[Low]] Vs Euro  [[LONDON]] (Reuters) - The dollar dipped to a four-week [[low]]  against the euro on Monday before [[rising]] [[slightly]] on  profit-taking, but steep oil prices and weak U.S. data  [[continued]] to [[fan]] [[worries]] about the [[health]] of the world's  largest [[economy]].","Dollar [[Promptly]] Hits 4-Wk [[Bas]] Vs Euro  [[UK]] (Reuters) - The dollar dipped to a four-week [[lowest]]  against the euro on Monday before [[rises]] [[loosely]] on  profit-taking, but steep oil prices and weak U.S. data  [[remained]] to [[poss]] [[upsets]] about the [[medically]] of the world's  largest [[thrifty]].",0.010108709335327148,0.5130640268325806,2,0,2,670,"Successful"
"Promoting a Shared Vision As Michael Kaleko kept running into people who were getting older and having more [[vision]] problems, he realized he could do something about it.","Promoting a Shared Vision As Michael Kaleko kept running into people who were getting older and having more [[visions]] problems, he realized he could do something about it.",0.07264262437820435,0.8364403247833252,3,2,3,21,"Successful"
"India's Tata expands regional footprint via NatSteel buyout (AFP) AFP - India's Tata Iron and Steel Company Ltd. took a strategic step to expand its Asian footprint with the announcement it will buy the Asia-Pacific steel operations of Singapore's NatSteel Ltd.","India's Tata expands regional footprint via NatSteel buyout (AFP) AFP - India's Tata Iron and Steel Company Ltd. took a strategic step to expand its Asian footprint with the announcement it will buy the Asia-Pacific steel operations of Singapore's NatSteel Ltd.",0.9649229645729065,0.9649229645729065,2,2,0,1,"Skipped"
"[[Delegates]] [[Urge]] [[Cleric]] to Pull [[Out]] of [[Najaf]] [[BAGHDAD]], Iraq - [[Delegates]] at Iraq's National Conference called on radical [[Shiite]] cleric Muqtada al-Sadr to abandon his uprising against U.S. and Iraqi [[troops]] and pull his fighters out of a [[holy]] shrine in [[Najaf]]...","[[Delegate]] [[Requesting]] [[Pasteur]] to Pull [[Beyond]] of [[Ayatollah]] [[IRAQ]], Iraq - [[Representing]] at Iraq's National Conference called on radical [[Shi]] cleric Muqtada al-Sadr to abandon his uprising against U.S. and Iraqi [[sil]] and pull his fighters out of a [[mecca]] shrine in [[Ayatollah]]...",0.0006136894226074219,0.0008652806282043457,0,0,0,625,"Failed"
"[[Treasuries]] Slip as [[Stocks]] [[Rally]]  NEW YORK (Reuters) - U.S. [[Treasury]] debt [[prices]] slipped on  [[Monday]], [[though]] [[traders]] [[characterized]] the move as profit-taking  [[rather]] than any fundamental change in [[sentiment]].","[[Hacienda]] Slip as [[Reserves]] [[Rebounds]]  NEW YORK (Reuters) - U.S. [[Hacienda]] debt [[expenditure]] slipped on  [[Mon]], [[despite]] [[traffickers]] [[portray]] the move as profit-taking  [[even]] than any fundamental change in [[feelings]].",0.0012979507446289062,0.5174959897994995,2,0,2,374,"Successful"
"Dollar Rises Vs Euro on Asset Flows [[Data]]  NEW YORK (Reuters) - The dollar extended [[gains]] against the  euro on Monday after a report on [[flows]] into U.S. [[assets]] [[showed]]  enough of a rise in foreign [[investments]] to offset the current  [[account]] gap for the month.","Dollar Rises Vs Euro on Asset Flows [[Databases]]  NEW YORK (Reuters) - The dollar extended [[rises]] against the  euro on Monday after a report on [[currents]] into U.S. [[holdings]] [[reported]]  enough of a rise in foreign [[investors]] to offset the current  [[cont]] gap for the month.",0.12795543670654297,0.6457074880599976,2,3,2,226,"Successful"
"Sutton Adds Haas, Cink to [[Ryder]] Cup [[Team]]  [[MILWAUKEE]] (Sports [[Network]]) - U.S. Ryder Cup captain Hal  Sutton [[finalized]] his team on Monday when he announced the  [[selections]] of Jay Haas and Stewart Cink as his captain's picks.","Sutton Adds Haas, Cink to [[Knight]] Cup [[Computer]]  [[MADISON]] (Sports [[Cyber]]) - U.S. Ryder Cup captain Hal  Sutton [[completes]] his team on Monday when he announced the  [[pick]] of Jay Haas and Stewart Cink as his captain's picks.",0.00041919946670532227,0.7550127506256104,1,3,1,201,"Successful"
"Haas and Cink Selected for Ryder Cup [[Team]] Jay Haas joined Stewart Cink as the two captain's picks for a U.S. team that will try to regain the cup from Europe next [[month]].","Haas and Cink Selected for Ryder Cup [[Machines]] Jay Haas joined Stewart Cink as the two captain's picks for a U.S. team that will try to regain the cup from Europe next [[months]].",0.05172151327133179,0.6184194684028625,1,0,1,61,"Successful"
"[[Natalie]] [[Coughlin]] [[Wins]] 100M Backstroke ([[AP]]) AP - [[American]] [[Natalie]] [[Coughlin]] won [[Olympic]] gold in the 100-meter [[backstroke]] [[Monday]] [[night]]. [[Coughlin]], the only [[woman]] ever to [[swim]] under 1 [[minute]] in the [[event]], [[finished]] first in 1 [[minute]], 0.37 [[seconds]]. [[Kirsty]] [[Coventry]] of [[Zimbabwe]], who [[swims]] at [[Auburn]] [[University]] in [[Alabama]], [[earned]] the [[silver]] in 1:00.50. Laure Manaudou of [[France]] [[took]] bronze in 1:00.88.","[[Elena]] [[Mcnabb]] [[Won]] 100M Backstroke ([[PA]]) AP - [[Latin]] [[Elena]] [[Curran]] won [[Olympus]] gold in the 100-meter [[swimmer]] [[Friday]] [[interferes]]. [[Grossman]], the only [[women]] ever to [[bathtub]] under 1 [[time]] in the [[episodes]], [[finite]] first in 1 [[mn]], 0.37 [[sec]]. [[Cassie]] [[Exeter]] of [[Mbeki]], who [[swimming]] at [[Lustrous]] [[College]] in [[Mississippi]], [[bought]] the [[silverware]] in 1:00.50. Laure Manaudou of [[Francia]] [[ai]] bronze in 1:00.88.",0.0004559159278869629,0.6936827898025513,1,0,1,754,"Successful"
"Oracle Overhauls Sales-Side [[Apps]] for CRM [[Suite]] (NewsFactor) NewsFactor - Oracle ([[Nasdaq]]: ORCL) [[has]] revamped its sales-side CRM applications in version 11i.10 of its [[sales]], [[marketing]], [[partner]] [[relationship]] [[management]] and e-commerce [[application]].","Oracle Overhauls Sales-Side [[Candidacy]] for CRM [[Following]] (NewsFactor) NewsFactor - Oracle ([[Amex]]: ORCL) [[acres]] revamped its sales-side CRM applications in version 11i.10 of its [[sells]], [[traded]], [[allied]] [[bonds]] [[manger]] and e-commerce [[pray]].",0.0016149282455444336,0.22855401039123535,3,3,3,364,"Failed"
"UN [[launches]] 210-million-dollar appeal for flood-hit [[Bangladesh]] (AFP) AFP - The United Nations [[launched]] an appeal here for 210 million dollars to help [[flood]] [[victims]] [[facing]] ""[[grave]]"" [[food]] [[shortages]] after two-thirds of [[Bangladesh]] was submerged, [[destroying]] crops and [[killing]] more than 700 [[people]].","UN [[launching]] 210-million-dollar appeal for flood-hit [[Mang]] (AFP) AFP - The United Nations [[startup]] an appeal here for 210 million dollars to help [[storm]] [[mortals]] [[encountering]] ""[[headstone]]"" [[gastronomy]] [[deficits]] after two-thirds of [[Bengal]] was submerged, [[ruination]] crops and [[killed]] more than 700 [[volk]].",0.0007083415985107422,0.5175706148147583,0,2,0,450,"Successful"
"Indian [[state]] rolls out wireless broadband [[Government]] in [[South]] Indian [[state]] of [[Kerala]] sets up wireless kiosks as part of initiative to bridge digital divide.","Indian [[sate]] rolls out wireless broadband [[Govt]] in [[Eastwards]] Indian [[status]] of [[Hyderabad]] sets up wireless kiosks as part of initiative to bridge digital divide.",0.03735309839248657,0.5433609485626221,3,2,3,151,"Successful"
"[[Hurricane]] Survivors Wait for Water, [[Gas]] PUNTA GORDA, [[Fla]]. - Urban rescue teams, [[insurance]] adjusters and [[National]] Guard [[troops]] scattered across [[Florida]] [[Monday]] to [[help]] [[victims]] of [[Hurricane]] Charley and [[deliver]] water and other supplies to [[thousands]] of [[people]] [[left]] homeless...","[[Thunder]] Survivors Wait for Water, [[Gazi]] PUNTA GORDA, [[Florida]]. - Urban rescue teams, [[segura]] adjusters and [[Nationals]] Guard [[solider]] scattered across [[Ornamental]] [[Domingo]] to [[pomoc]] [[died]] of [[Blizzards]] Charley and [[render]] water and other supplies to [[thousand]] of [[hombres]] [[exited]] homeless...",0.0005761384963989258,0.9835300445556641,0,3,0,418,"Successful"
"[[Jackson]] [[Squares]] Off [[With]] Prosecutor SANTA [[MARIA]], Calif. - Fans of Michael Jackson [[erupted]] in [[cheers]] [[Monday]] as the [[pop]] [[star]] [[emerged]] from a double-decker tour bus and [[went]] into [[court]] for a showdown with the [[prosecutor]] who has [[pursued]] him for [[years]] on [[child]] [[molestation]] [[charges]]...","[[Hawkins]] [[Arenas]] Off [[At]] Prosecutor SANTA [[MARIO]], Calif. - Fans of Michael Jackson [[started]] in [[bye]] [[Thursdays]] as the [[grandpas]] [[superstar]] [[noon]] from a double-decker tour bus and [[happened]] into [[judges]] for a showdown with the [[da]] who has [[proceed]] him for [[seniors]] on [[youth]] [[nuisance]] [[expense]]...",0.0006144046783447266,0.5621213912963867,0,1,0,589,"Successful"
"Bobcats Trade Drobnjak to Hawks for Pick (AP) [[AP]] - The [[Charlotte]] Bobcats traded [[center]] Predrag Drobnjak to the [[Atlanta]] [[Hawks]] on Monday for a second [[round]] pick in the 2005 NBA [[draft]].","Bobcats Trade Drobnjak to Hawks for Pick (AP) [[HECTARES]] - The [[Lauderdale]] Bobcats traded [[plants]] Predrag Drobnjak to the [[Baltimore]] [[Buzzards]] on Monday for a second [[inning]] pick in the 2005 NBA [[formulation]].",0.000782012939453125,0.7703368067741394,1,2,1,158,"Successful"
"Suspect charged in abduction, sexual [[assault]] of 11-year-old girl (Canadian Press) Canadian [[Press]] - LANGLEY, [[B]].C. (CP) - [[Police]] [[have]] arrested a man in the [[kidnapping]] and sexual assault of an 11-year-old girl that [[frightened]] this suburban [[Vancouver]] community [[last]] week.","Suspect charged in abduction, sexual [[misuse]] of 11-year-old girl (Canadian Press) Canadian [[Push]] - LANGLEY, [[j]].C. (CP) - [[Cop]] [[am]] arrested a man in the [[distract]] and sexual assault of an 11-year-old girl that [[anxious]] this suburban [[Canadiens]] community [[ultimate]] week.",0.0006806850433349609,0.5662824511528015,0,1,0,345,"Successful"
"China's Red [[Flag]] Linux to focus on enterprise Red [[Flag]] Software [[Co]]., the company behind China's leading Linux client [[distribution]], plans to focus more on its [[server]] operating system and enterprise customers, the company's [[acting]] president said.","China's Red [[Brands]] Linux to focus on enterprise Red [[Pennant]] Software [[Cos]]., the company behind China's leading Linux client [[dispensing]], plans to focus more on its [[waitress]] operating system and enterprise customers, the company's [[caretaker]] president said.",0.005428493022918701,0.5488709211349487,3,2,3,231,"Successful"
"AOL [[Properties]] [[Sign]] Girafa For [[Thumbnail]] [[Search]] [[Images]] [[AOL]] [[Properties]] [[Sign]] Girafa For [[Thumbnail]] [[Search]] [[Images]]\\Girafa.[[com]] [[Inc]]. announced [[today]] that the CompuServe, [[Netscape]], [[AIM]] and ICQ [[properties]] of [[America]] Online, [[Inc]]., have [[signed]] an [[agreement]] with Girafa to use Girafa's [[thumbnail]] search [[images]] as an [[integrated]] part of their search [[results]].\\[[Using]] Girafa's [[thumbnail]] search [[service]], search users can ...","AOL [[Goods]] [[Emblem]] Girafa For [[Image]] [[Explorer]] [[Movie]] [[GOOGLE]] [[Goods]] [[Emblem]] Girafa For [[Image]] [[Seeking]] [[Image]]\\Girafa.[[omg]] [[Serv]]. announced [[mardi]] that the CompuServe, [[Aol]], [[AIMING]] and ICQ [[trait]] of [[Americas]] Online, [[Lnc]]., have [[subscribed]] an [[bargained]] with Girafa to use Girafa's [[miniature]] search [[graphics]] as an [[embedded]] part of their search [[outcomes]].\\[[Use]] Girafa's [[miniature]] search [[servicing]], search users can ...",0.001106560230255127,0.0063173770904541016,3,3,3,1134,"Failed"
"Cassini [[Spies]] Two [[Little]] [[Saturn]] [[Moons]] (AP) AP - NASA's [[Cassini]] [[spacecraft]] [[has]] spied two [[new]] [[little]] [[moons]] around satellite-rich Saturn, the space [[agency]] [[said]] [[Monday]].","Cassini [[Infiltrators]] Two [[Hsiao]] [[Gemini]] [[Lune]] (AP) AP - NASA's [[Jpl]] [[satellites]] [[owns]] spied two [[latest]] [[lowest]] [[satellites]] around satellite-rich Saturn, the space [[organisation]] [[stressed]] [[Ayer]].",0.013927996158599854,0.3936545252799988,3,3,3,400,"Failed"
"On front line of [[AIDS]] in Russia An industrial city northwest of Moscow struggles as AIDS hits a broader population.","On front line of [[AIUTO]] in Russia An industrial city northwest of Moscow struggles as AIDS hits a broader population.",0.014893174171447754,0.746720552444458,0,2,0,49,"Successful"
"Nobel Laureate Decries Stem [[Cell]] Limits (AP) AP - A Nobel laureate in medicine said Monday the Bush administration's limits on funding for embryonic stem cell research effectively have stopped the clock on American scientists' efforts to develop treatments for a host of chronic, debilitating diseases.","Nobel Laureate Decries Stem [[Moveable]] Limits (AP) AP - A Nobel laureate in medicine said Monday the Bush administration's limits on funding for embryonic stem cell research effectively have stopped the clock on American scientists' efforts to develop treatments for a host of chronic, debilitating diseases.",0.3461558222770691,0.6886519193649292,3,0,3,68,"Successful"
"[[Jury]] Can [[Hear]] of Kobe Accuser's Sex [[Life]] (AP) AP - [[Prosecutors]] [[suffered]] another [[setback]] Monday in the Kobe [[Bryant]] sexual [[assault]] [[case]], losing a last-ditch attempt to keep the NBA star's [[lawyers]] from [[telling]] jurors about the alleged victim's [[sex]] life.","[[Boards]] Can [[Seeing]] of Kobe Accuser's Sex [[Survive]] (AP) AP - [[Jurist]] [[suffer]] another [[reverting]] Monday in the Kobe [[Westbrook]] sexual [[overpowering]] [[phenomenon]], losing a last-ditch attempt to keep the NBA star's [[advocates]] from [[tells]] jurors about the alleged victim's [[gender]] life.",0.010171771049499512,0.5123800039291382,1,0,1,506,"Successful"
"[[North]] [[Korea]] Talks [[Still]] [[On]], China [[Tells]] [[Downer]] (Reuters) Reuters - China has said no [[date]] has been set for\working-level [[talks]] on the [[North]] Korean nuclear crisis and gave\no [[indication]] that the [[meeting]] has been canceled, Australian\[[Foreign]] [[Minister]] Alexander Downer said on Tuesday.","[[Ireland]] [[Han]] Talks [[Also]] [[Around]], China [[Says]] [[Donner]] (Reuters) Reuters - China has said no [[calendar]] has been set for\working-level [[debates]] on the [[Norte]] Korean nuclear crisis and gave\no [[indexed]] that the [[junket]] has been canceled, Australian\[[Overseas]] [[Dept]] Alexander Downer said on Tuesday.",0.0007979273796081543,0.6008266806602478,0,2,0,315,"Successful"
"Griffin to Anchor D-Line The [[Redskins]] [[expect]] [[huge]] [[things]] from 300-pound [[Cornelius]] Griffin, who was signed to aid the team's weakest unit - the defensive line.","Griffin to Anchor D-Line The [[Orioles]] [[forecasts]] [[enormous]] [[dot]] from 300-pound [[Rupert]] Griffin, who was signed to aid the team's weakest unit - the defensive line.",0.0006642937660217285,0.5164320468902588,1,2,1,194,"Successful"
"Last American [[defector]] in North Korea [[agrees]] to tell story (AFP) AFP - The [[last]] [[surviving]] American [[defector]] to communist [[North]] Korea [[wants]] to [[tell]] his [[story]] to put a human face on the [[Stalinist]] state which he [[believes]] is unfairly vilified abroad, British film-makers [[said]].","Last American [[dissenters]] in North Korea [[agreed]] to tell story (AFP) AFP - The [[recent]] [[survival]] American [[dissenters]] to communist [[Norse]] Korea [[longing]] to [[cite]] his [[myths]] to put a human face on the [[Trotsky]] state which he [[discoveries]] is unfairly vilified abroad, British film-makers [[contends]].",0.001981973648071289,0.7500402331352234,0,3,0,419,"Successful"
"[[Live]]: Olympics day four Richard Faulds and Stephen Parry are going for gold for Great Britain on day four in Athens.","[[Vivre]]: Olympics day four Richard Faulds and Stephen Parry are going for gold for Great Britain on day four in Athens.",0.06415790319442749,0.8791390657424927,0,1,0,41,"Successful"
"[[Kerry]] Widens Lead in California, Poll [[Finds]] (Reuters) Reuters - Democratic challenger John [[Kerry]]\has a commanding lead over President Bush in California of 54\percent to 38 [[percent]] among likely voters, a poll [[released]] on\Tuesday found.","[[Buchanan]] Widens Lead in California, Poll [[Breakthroughs]] (Reuters) Reuters - Democratic challenger John [[Kiri]]\has a commanding lead over President Bush in California of 54\percent to 38 [[phosphorus]] among likely voters, a poll [[diffusion]] on\Tuesday found.",0.0030809640884399414,0.9824353456497192,0,3,0,149,"Successful"
"Capacity Crowds at Beach [[Volleyball]] Rock the Joint  ATHENS (Reuters) - At the beach volleyball, the 2004  Olympics is a sell-out, foot-stomping success.","Capacity Crowds at Beach [[Handball]] Rock the Joint  ATHENS (Reuters) - At the beach volleyball, the 2004  Olympics is a sell-out, foot-stomping success.",0.26532918214797974,0.635425865650177,1,2,1,25,"Successful"
"[[Dollar]] Near [[Recent]] Lows, Awaits ZEW/CPI  LONDON (Reuters) - The [[dollar]] [[held]] steady near this week's  four-week low against the [[euro]] on [[Tuesday]] with investors  [[awaiting]] a German [[investor]] [[confidence]] survey and U.S. [[consumer]]  inflation [[numbers]] to [[shed]] [[light]] on the direction.","[[Aussie]] Near [[Contemporary]] Lows, Awaits ZEW/CPI  LONDON (Reuters) - The [[cents]] [[prisoner]] steady near this week's  four-week low against the [[euros]] on [[Friday]] with investors  [[retest]] a German [[investors]] [[trusted]] survey and U.S. [[exertion]]  inflation [[number]] to [[cottages]] [[flashlights]] on the direction.",0.07312113046646118,0.5716246962547302,2,0,2,399,"Successful"
"Intel to delay product aimed for high-definition TVs SAN FRANCISCO -- In the latest of a series of product delays, Intel Corp. has postponed the launch of a video display chip it had previously planned to introduce by year end, putting off a showdown with Texas Instruments Inc. in the fast-growing market for high-definition television displays.","Intel to delay product aimed for high-definition TVs SAN FRANCISCO -- In the latest of a series of product delays, Intel Corp. has postponed the launch of a video display chip it had previously planned to introduce by year end, putting off a showdown with Texas Instruments Inc. in the fast-growing market for high-definition television displays.",0.9966417551040649,0.9966417551040649,3,3,2,1,"Skipped"
"Venezuela [[vote]] keeps Chavez as president [[CARACAS]] -- Venezuelans voted resoundingly to keep firebrand populist Hugo Chavez as their president in a victory that drew noisy reactions yesterday from both sides in the streets. International observers certified the results as clean and accurate.","Venezuela [[referendum]] keeps Chavez as president [[BOGOTÁ]] -- Venezuelans voted resoundingly to keep firebrand populist Hugo Chavez as their president in a victory that drew noisy reactions yesterday from both sides in the streets. International observers certified the results as clean and accurate.",0.06266838312149048,0.5732467174530029,0,2,0,74,"Successful"
"Jailing of HK democrat in [[China]] 'politically motivated' (AFP) AFP - [[Hong]] Kong [[democrats]] accused [[China]] of jailing one of their members on trumped-up prostitution charges in a [[bid]] to [[disgrace]] a [[political]] [[movement]] Beijing [[has]] been feuding with for seven years.","Jailing of HK democrat in [[Porcelain]] 'politically motivated' (AFP) AFP - [[Kang]] Kong [[biden]] accused [[Porcelain]] of jailing one of their members on trumped-up prostitution charges in a [[bidding]] to [[indignity]] a [[strategic]] [[travelling]] Beijing [[owns]] been feuding with for seven years.",0.0008946061134338379,0.863400399684906,0,2,0,209,"Successful"
"Kmart Swings to Profit in 2Q; Stock Surges (AP) AP - Shares of [[Kmart]] Holding [[Corp]]. surged 17 [[percent]] Monday after the discount [[retailer]] [[reported]] a profit for the second [[quarter]] and [[said]] chairman and majority owner [[Edward]] Lampert is now free to [[invest]] the company's  #36;2.6 billion in [[surplus]] cash.","Kmart Swings to Profit in 2Q; Stock Surges (AP) AP - Shares of [[Walmart]] Holding [[Enterprise]]. surged 17 [[percentage]] Monday after the discount [[vendor]] [[outlined]] a profit for the second [[semester]] and [[stated]] chairman and majority owner [[Edwards]] Lampert is now free to [[investments]] the company's  #36;2.6 billion in [[remaining]] cash.",0.001469731330871582,0.5455675721168518,2,3,2,297,"Successful"
"Fischer's Fiancee: Marriage Plans Genuine (AP) AP - Former chess champion Bobby Fischer's [[announcement]] thathe is engaged to a Japanese [[woman]] could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his [[supporters]] said Tuesday.","Fischer's Fiancee: Marriage Plans Genuine (AP) AP - Former chess champion Bobby Fischer's [[announce]] thathe is engaged to a Japanese [[chick]] could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his [[developers]] said Tuesday.",0.0007970929145812988,0.7386580109596252,0,3,0,153,"Successful"
"U.S. Misses [[Cut]] in Olympic 100 [[Free]] [[ATHENS]], Greece - Top American sprinters [[Jason]] Lezak and [[Ian]] Crocker [[missed]] the cut in the Olympic 100-meter freestyle preliminaries Tuesday, a [[stunning]] [[blow]] for a country that had always [[done]] [[well]] in the event.    Pieter van den Hoogenband of the [[Netherlands]] and Australian [[Ian]] [[Thorpe]] [[advanced]] to the [[evening]] [[semifinal]] a day after [[dueling]] [[teenager]] Michael Phelps in the 200 [[freestyle]], won by Thorpe...","U.S. Misses [[Reduced]] in Olympic 100 [[Franca]] [[POSEIDON]], Greece - Top American sprinters [[Zach]] Lezak and [[Locke]] Crocker [[neglecting]] the cut in the Olympic 100-meter freestyle preliminaries Tuesday, a [[awesome]] [[blowup]] for a country that had always [[been]] [[adequately]] in the event.    Pieter van den Hoogenband of the [[Bassi]] and Australian [[Brainiac]] [[Captain]] [[advancements]] to the [[evenings]] [[final]] a day after [[duels]] [[youthfulness]] Michael Phelps in the 200 [[acrobatic]], won by Thorpe...",0.0006827116012573242,0.001916646957397461,0,0,0,771,"Failed"
